,Title,Price,PID,Location
1820,1 bedroom Flat / Apartment for rent Osapa london Lekki Lagos," 1,800,000/year ",9LDYF,Osapa London Lekki Lagos
1821,4 bedroom House for rent Off Alabi Street Phase 1 Gbagada Lagos," 7,000,000/year ",8LAXB,Off Alabi Street Phase 1 Gbagada Lagos
1822,4 bedroom House for rent Banana Island Ikoyi Lagos," 20,000,000/year ",9LERE,Banana Island Ikoyi Lagos
1823,3 bedroom House for rent Orchid chevron Lekki Lagos," 4,000,000/year ",1LCWB,Orchid Chevron Lekki Lagos
1824,3 bedroom Flat / Apartment for rent Ikoyi Lagos," 15,000,000/year ",0LENZ,Ikoyi Lagos
1825,Flat / Apartment for rent Jakande Lekki Lagos," 900,000/year ",8LDVQ,Jakande Lekki Lagos
1826,4 bedroom House for rent Banana Island Ikoyi Lagos," 25,000,000/year ",4LCXF,Banana Island Ikoyi Lagos
1827,3 bedroom House for rent Banana Island Ikoyi Lagos," 25,000,000/year ",2KYZB,Banana Island Ikoyi Lagos
1828,5 bedroom House for rent Ikate Lekki Lagos," 7,500,000/year ",0KZEC,Ikate Lekki Lagos
1829,4 bedroom House for rent Agungi Lekki Lagos," 7,000,000/year ",7LBAF,Agungi Lekki Lagos
1830,3 bedroom House for rent Osborne Foreshore Estate Ikoyi Lagos," 12,000,000/year ",0LCRW,Osborne Foreshore Estate Ikoyi Lagos
1831,3 bedroom House for rent Chisco Ikate Lekki Lagos," 8,000,000/year ",9LDDZ,Chisco Ikate Lekki Lagos
1832,Flat / Apartment for rent Off Freedom Way Lekki Phase 1 Lekki Lagos," 200,000/month ",7KWKL,Off Freedom Way Lekki Phase 1 Lekki Lagos
1833,4 bedroom House for rent Ikate Lekki Lagos," 8,000,000/year ",0LCHS,Ikate Lekki Lagos
1834,3 bedroom House for rent Igbo-efon Lekki Lagos," 3,000,000/year ",7LCNY,Igbo Efon Lekki Lagos
1835,3 bedroom House for rent Igbo-efon Lekki Lagos," 3,000,000/year ",7LCNY,Igbo Efon Lekki Lagos
1836,3 bedroom Flat / Apartment for rent Lekki Ajah Lagos," 3,000,000/year ",0LDDU,Lekki Ajah Lagos
1837,4 bedroom House for rent orchid Lekki Lagos," 5,000,000/year ",6LDQL,Orchid Lekki Lagos
1838,3 bedroom House for rent Osapa london Lekki Lagos," 5,000,000/year ",2LDKU,Osapa London Lekki Lagos
1839,Flat / Apartment for rent orchid Lekki Lagos," 1,000,000/year ",8LEMW,Orchid Lekki Lagos
1840,3 bedroom House for rent Old Ikoyi Ikoyi Lagos," 15,000,000/year ",6LCWF,Old Ikoyi Ikoyi Lagos
1841,5 bedroom House for rent Ikota Lekki Lagos," 8,000,000/year ",9LARJ,Ikota Lekki Lagos
1842,3 bedroom Flat / Apartment for rent Osapa london Lekki Lagos," 5,000,000/year ",9LEBS,Osapa London Lekki Lagos
1843,2 bedroom House for rent Oshogbo Street Ogudu Lagos," 3,000,000/year ",7LBMZ,Oshogbo Street Ogudu Lagos
1844,1 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 3,500,000/year ",8LCRU,Lekki Phase 1 Lekki Lagos
1845,4 bedroom House for rent VGC Lekki Lagos," 4,000,000/year ",6KZAE,Vgc Lekki Lagos
1846,5 bedroom House for rent Jakande Lekki Lagos," 7,000,000/year ",9LCNY,Jakande Lekki Lagos
1847,1 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 2,800,000/year ",5LFEU,Lekki Phase 1 Lekki Lagos
1848,2 bedroom House for rent Oral Estate Lekki Phase 2 Lekki Lagos," 2,800,000/year ",5LERD,Oral Estate Lekki Phase 2 Lekki Lagos
1849,4 bedroom House for rent Orchid chevron Lekki Lagos," 7,000,000/year ",2LCRU,Orchid Chevron Lekki Lagos
1850,2 bedroom House for rent Lekki Phase 1 Lekki Lagos," 5,000,000/year ",8LDFY,Lekki Phase 1 Lekki Lagos
1851,Commercial Property for rent Orchid Road Lekki Lagos," 9,500,000/year ",1LEQD,Orchid Road Lekki Lagos
1852,Commercial Property for rent Orchid Road Lekki Lagos," 9,500,000/year ",1LEQD,Orchid Road Lekki Lagos
1853,3 bedroom Flat / Apartment for rent Osapa london Lekki Lagos," 3,500,000/year ",9LDGY,Osapa London Lekki Lagos
1854,3 bedroom House for rent ONIRU Victoria Island Lagos," 8,000,000/year ",5LDES,Oniru Victoria Island Lagos
1855,3 bedroom House for rent Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 3,500,000/year ",4LCKY,Magodo Gra Phase 2 Kosofe Ikosi Lagos
1856,Commercial Property for rent Lekki Phase 1 Lekki Lagos," 20,000,000/year ",4KKZC,Lekki Phase 1 Lekki Lagos
1857,Flat / Apartment for rent Jakande Lekki Lagos," 1,000,000/year ",7KZHM,Jakande Lekki Lagos
1858,3 bedroom House for rent Mende Maryland Lagos," 8,000,000/year ",6LBXT,Mende Maryland Lagos
1859,2 bedroom House for rent Peace Estate Soluyi Gbagada Lagos," 2,000,000/year ",4LDPR,Peace Estate Soluyi Gbagada Lagos
1860,1 bedroom Commercial Property for rent Around Blenco & Skymall Sangotedo Ajah Lagos," 700,000/year ",7LDXR,Around Blenco & Skymall Sangotedo Ajah Lagos
1861,2 bedroom House for rent Urban Prime 1 By Abraham adesanya estate Ajah Lagos," 2,500,000/year ",0LDGZ,Urban Prime 1 By Abraham Adesanya Estate Ajah Lagos
1862,3 bedroom Flat / Apartment for rent Ikota Lekki Lagos," 3,500,000/year ",6KZAH,Ikota Lekki Lagos
1863,4 bedroom House for rent Ifako-gbagada Gbagada Lagos," 4,500,000/year ",4LAUQ,Ifako Gbagada Gbagada Lagos
1864,4 bedroom House for rent Off Grammar School Ojodu Lagos," 5,500,000/year ",8KYSY,Off Grammar School Ojodu Lagos
1865,4 bedroom House for rent VGC Lekki Lagos," 7,000,000/year ",9KZDT,Vgc Lekki Lagos
1866,3 bedroom House for rent  chevron Lekki Lagos," 4,000,000/year ",4LENQ,Chevron Lekki Lagos
1867,1 bedroom Flat / Apartment for rent Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 1,500,000/year ",6LFDT,Magodo Gra Phase 2 Kosofe Ikosi Lagos
1868,3 bedroom House for rent  Victoria Island Lagos," 8,000,000/year ",7KYQQ,Victoria Island Lagos
1869,4 bedroom House for rent Ajah Lagos," 5,000,000/year ",6KZDS,Ajah Lagos
1870,3 bedroom House for rent Ikota Lekki Lagos," 3,000,000/year ",2LCWE,Ikota Lekki Lagos
1871,3 bedroom House for rent Lekki Phase 1 Lekki Lagos," 10,000,000/year ",0LCRU,Lekki Phase 1 Lekki Lagos
1872,3 bedroom House for rent Ikate Lekki Lagos," 6,500,000/year ",5LCXV,Ikate Lekki Lagos
1873,3 bedroom House for rent Lekki Phase 1 Lekki Lagos," 10,000,000/year ",0LCXW,Lekki Phase 1 Lekki Lagos
1874,5 bedroom Commercial Property for rent Abijo Ajah Lagos," 10,000,000/year ",2LCRV,Abijo Ajah Lagos
1875,3 bedroom Flat / Apartment for rent Off Glover Road Old Ikoyi Ikoyi Lagos," 15,000,000/year ",7LCJR,Off Glover Road Old Ikoyi Ikoyi Lagos
1876,3 bedroom House for rent ONIRU Victoria Island Lagos," 13,000,000/year ",5LCWF,Oniru Victoria Island Lagos
1877,2 bedroom Flat / Apartment for rent orchid Lekki Lagos," 3,500,000/year ",8LBSM,Orchid Lekki Lagos
1878,4 bedroom Commercial Property for rent Ademola Adetokunbo Victoria Island Lagos," 10,000,000/year ",1LDTR,Ademola Adetokunbo Victoria Island Lagos
1879,3 bedroom Flat / Apartment for rent Off Grandmate Ago palace Okota Lagos," 2,800,000/year ",1LEBE,Off Grandmate Ago Palace Okota Lagos
1880,2 bedroom House for rent Ikate Lekki Lagos," 6,000,000/year ",3LEYH,Ikate Lekki Lagos
1881,4 bedroom House for rent Old Ikoyi Ikoyi Lagos," 30,000,000/year ",0LDNB,Old Ikoyi Ikoyi Lagos
1882,3 bedroom House for rent Surulere Lagos," 7,000,000/year ",5LDVM,Surulere Lagos
1883,2 bedroom House for rent Idado Lekki Lagos," 3,000,000/year ",3LDGW,Idado Lekki Lagos
1884,4 bedroom House for rent Osapa london Lekki Lagos," 8,000,000/year ",9LCWB,Osapa London Lekki Lagos
1885,3 bedroom House for rent  Ikate Lekki Lagos," 4,500,000/year ",3LENF,Ikate Lekki Lagos
1886,5 bedroom House for rent Osapa london Lekki Lagos," 5,500,000/year ",3LCWF,Osapa London Lekki Lagos
1887,5 bedroom House for rent Osapa london Lekki Lagos," 5,500,000/year ",3LCWF,Osapa London Lekki Lagos
1888,Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 1,600,000/year ",6JTUJ,Lekki Phase 1 Lekki Lagos
1889,Commercial Property for rent  Victoria Island Lagos," 80,000/sqm ",6LDXF,Victoria Island Lagos
1890,Commercial Property for rent Ikeja GRA Ikeja Lagos," 35,000,000/year ",5KDPK,Ikeja Gra Ikeja Lagos
1891,Commercial Property for rent Agidingbi Ikeja Lagos," 20,000,000/year ",2LBXW,Agidingbi Ikeja Lagos
1892,Commercial Property for rent Masha Surulere Lagos," 3,000,000/year ",7LEBA,Masha Surulere Lagos
1893,Commercial Property for rent  Akin Adesola Victoria Island Lagos," 100,000/sqm ",8LEQM,Akin Adesola Victoria Island Lagos
1894,Flat / Apartment for rent Ago palace Okota Lagos," 1,100,000/year ",7KKSP,Ago Palace Okota Lagos
1895,4 bedroom House for rent  Thomas estate Ajah Lagos," 5,000,000/year ",0LDDS,Thomas Estate Ajah Lagos
1896,4 bedroom House for rent Ajah Lagos," 5,500,000/year ",6LCFY,Ajah Lagos
1897,4 bedroom House for rent Ikeja GRA Ikeja Lagos," 11,000,000/year ",2KPTS,Ikeja Gra Ikeja Lagos
1898,3 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 3,800,000/year ",1LCFH,Ikate Lekki Lagos
1899,4 bedroom House for rent Monastery road Sangotedo Lagos," 3,500,000/year ",2LDKT,Monastery Road Sangotedo Lagos
1900,4 bedroom House for rent Ikeja GRA Ikeja Lagos," 9,000,000/year ",4LCRX,Ikeja Gra Ikeja Lagos
1901,3 bedroom House for rent Mobil Road Ilaje Ajah Lagos," 3,000,000/year ",5LDGY,Mobil Road Ilaje Ajah Lagos
1902,3 bedroom Commercial Property for rent chevron Lekki Lagos," 8,000,000/year ",4LDKU,Chevron Lekki Lagos
1903,Commercial Property for rent Facing Main Road Ado Ajah Lagos," 12,000,000/year ",2KCQJ,Facing Main Road Ado Ajah Lagos
1904,Commercial Property for rent Facing Main Road Ado Ajah Lagos," 12,000,000/year ",2KCQJ,Facing Main Road Ado Ajah Lagos
1905,Commercial Property for rent Festac Amuwo Odofin Lagos," 1,200,000/year ",9KXEG,Festac Amuwo Odofin Lagos
1906,5 bedroom House for rent Ikota Gra Lekki Lagos," 6,000,000/year ",6LBAF,Ikota Gra Lekki Lagos
1907,Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 4,500,000/year ",2LCAU,Lekki Phase 1 Lekki Lagos
1908,Flat / Apartment for rent  Lekki Phase 1 Lekki Lagos," 3,500,000/year ",4LBNK,Lekki Phase 1 Lekki Lagos
1909,5 bedroom House for rent Osapa london Lekki Lagos," 11,000,000/year ",9LCWE,Osapa London Lekki Lagos
1910,"Commercial Property for rent Phase 1, Lekki Lagos"," 5,000,000/year ",0JVSB,"Phase 1, Lekki Lagos"
1911,4 bedroom House for rent Ikate Lekki Lagos," 10,000,000/year ",8LBBW,Ikate Lekki Lagos
1912,4 bedroom House for rent orchid Lekki Lagos," 5,000,000/year ",8LDLR,Orchid Lekki Lagos
1913,4 bedroom House for rent Osapa london Lekki Lagos," 13,000,000/year ",3LEKH,Osapa London Lekki Lagos
1914,Commercial Property for rent Lagos Island Lagos," 30,000/sqm ",3KHDH,Lagos Island Lagos
1915,2 bedroom House for rent Omole phase 2 Ojodu Lagos," 4,500,000/year ",3LCYA,Omole Phase 2 Ojodu Lagos
1916,2 bedroom House for rent Chisco Ikate Lekki Lagos," 6,000,000/year ",3LDER,Chisco Ikate Lekki Lagos
1917,3 bedroom House for rent Dideolu Estate ONIRU Victoria Island Lagos," 7,000,000/year ",4KZFW,Dideolu Estate Oniru Victoria Island Lagos
1918,Land for rent  Eputu Ibeju-Lekki Lagos," 10,000,000/year ",8LDUE,Eputu Ibeju Lekki Lagos
1919,3 bedroom House for rent Bourdillon Ikoyi Lagos," 30,000,000/year ",5LCHS,Bourdillon Ikoyi Lagos
1920,2 bedroom Flat / Apartment for rent Amuwo Odofin Lagos," 2,500,000/year ",3LDVW,Amuwo Odofin Lagos
1921,3 bedroom House for rent ONIRU Victoria Island Lagos," 8,500,000/year ",3LERM,Oniru Victoria Island Lagos
1922,4 bedroom House for rent Ikate Lekki Lagos," 10,000,000/year ",0LCXG,Ikate Lekki Lagos
1923,3 bedroom House for rent Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 5,000,000/year ",3LBCH,Magodo Gra Phase 2 Kosofe Ikosi Lagos
1924,Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 2,300,000/year ",1LCAU,Lekki Phase 1 Lekki Lagos
1925,1 bedroom Flat / Apartment for rent Aguda(Ogba) Ogba Lagos," 1,200,000/year ",5LDGB,Aguda(ogba) Ogba Lagos
1926,"2 bedroom Flat / Apartment for rent Brown Road, Aguda Surulere Lagos"," 2,500,000/year ",8LBLD,"Brown Road, Aguda Surulere Lagos"
1927,Flat / Apartment for rent Lekki Lagos," 1,200,000/year ",4LBSH,Lekki Lagos
1928,4 bedroom House for rent Chevron Tollgate Lekki Phase 2 Lekki Lagos," 6,000,000/year ",8KWQG,Chevron Tollgate Lekki Phase 2 Lekki Lagos
1929,3 bedroom Flat / Apartment for rent chevron Lekki Lagos," 3,500,000/year ",1LEQV,Chevron Lekki Lagos
1930,5 bedroom House for rent Off Ajayi Aina Ifako-gbagada Gbagada Lagos," 5,500,000/year ",8LDDS,Off Ajayi Aina Ifako Gbagada Gbagada Lagos
1931,3 bedroom House for rent Osapa london Lekki Lagos," 11,000,000/year ",7KYNY,Osapa London Lekki Lagos
1932,4 bedroom House for rent Orchid chevron Lekki Lagos," 5,000,000/year ",9LDNA,Orchid Chevron Lekki Lagos
1933,3 bedroom Flat / Apartment for rent Ikate Lekki Lagos," 8,000,000/year ",1LENE,Ikate Lekki Lagos
1934,"Commercial Property for rent Lekki Epe Expressway, Ikota Lekki Lagos"," 45,000/sqm ",7KAHL,"Lekki Epe Expressway, Ikota Lekki Lagos"
1935,5 bedroom House for rent Oral Estate Lekki Lagos," 7,000,000/year ",3KYSD,Oral Estate Lekki Lagos
1936,3 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos," 6,000,000/year ",4LFCM,Oniru Victoria Island Lagos
1937,Flat / Apartment for rent Lekki Right Lekki Phase 1 Lekki Lagos," 2,500,000/year ",2LBMV,Lekki Right Lekki Phase 1 Lekki Lagos
1938,4 bedroom House for rent Ikota Lekki Lagos," 6,000,000/year ",7LCCN,Ikota Lekki Lagos
1939,4 bedroom House for rent Ikota Lekki Lagos," 6,000,000/year ",7LCCN,Ikota Lekki Lagos
1940,3 bedroom House for rent ONIRU Victoria Island Lagos," 6,000,000/year ",2LBJD,Oniru Victoria Island Lagos
1941,4 bedroom House for rent Toll Gate chevron Lekki Lagos," 5,000,000/year ",9KZDS,Toll Gate Chevron Lekki Lagos
1942,2 bedroom House for rent Ilasan Lekki Lagos," 3,500,000/year ",7LCRS,Ilasan Lekki Lagos
1943,2 bedroom Flat / Apartment for rent Amuwo Odofin Lagos," 2,100,000/year ",0LDUA,Amuwo Odofin Lagos
1944,2 bedroom House for rent Lekki Phase 1 Lekki Lagos," 4,000,000/year ",8LCWD,Lekki Phase 1 Lekki Lagos
1945,4 bedroom House for rent Osapa london Lekki Lagos," 7,000,000/year ",6LERN,Osapa London Lekki Lagos
1946,2 bedroom Flat / Apartment for rent Victoria Island Victoria Island Lagos," 13,000,000/year ",0LEXA,Victoria Island Victoria Island Lagos
1947,1 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 4,000,000/year ",4LDQC,Lekki Phase 1 Lekki Lagos
1948,3 bedroom House for rent Osapa london Lekki Lagos," 5,000,000/year ",1LDKU,Osapa London Lekki Lagos
1949,Commercial Property for rent Awolowo Road Ikoyi Lagos," 15,000,000/year ",3LERF,Awolowo Road Ikoyi Lagos
1950,1 bedroom House for rent Lekki Phase 1 Lekki Lagos," 4,500,000/year ",7LDEA,Lekki Phase 1 Lekki Lagos
1951,3 bedroom Flat / Apartment for rent Ikoyi Ikoyi Lagos," 20,000,000/year ",2LDVN,Ikoyi Ikoyi Lagos
1952,4 bedroom House for rent Phase 1 Gbagada Lagos," 7,000,000/year ",4LDFZ,Phase 1 Gbagada Lagos
1953,2 bedroom House for rent Aqwa View Estate Ogudu-Orike Ogudu Lagos," 1,800,000/year ",6LCRN,Aqwa View Estate Ogudu Orike Ogudu Lagos
1954,3 bedroom Flat / Apartment for rent Ago palace Okota Lagos," 1,500,000/year ",6LDAL,Ago Palace Okota Lagos
1955,4 bedroom House for rent Ikoyi Lagos," 20,000,000/year ",9LENZ,Ikoyi Lagos
1956,4 bedroom House for rent Ikoyi Lagos," 20,000,000/year ",9LENZ,Ikoyi Lagos
1957,4 bedroom House for rent Off Bashiru Shittu Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 8,000,000/year ",7LBLD,Off Bashiru Shittu Magodo Gra Phase 2 Kosofe Ikosi Lagos
1958,4 bedroom House for rent chevron Lekki Lagos," 8,000,000/year ",6LCRT,Chevron Lekki Lagos
1959,3 bedroom House for rent Ikota Lekki Lagos," 3,500,000/year ",4LCWE,Ikota Lekki Lagos
1960,4 bedroom House for rent VGC Lekki Lagos," 4,000,000/year ",5KZAF,Vgc Lekki Lagos
1961,2 bedroom House for rent Gerard road Ikoyi Lagos," 8,000,000/year ",4LBHF,Gerard Road Ikoyi Lagos
1962,4 bedroom House for rent chevron Lekki Lagos," 6,000,000/year ",0KZGU,Chevron Lekki Lagos
1963,2 bedroom House for rent Osapa london Lekki Lagos," 3,500,000/year ",6LCRU,Osapa London Lekki Lagos
1964,Flat / Apartment for rent chevron Lekki Lagos," 2,500,000/year ",1KVCB,Chevron Lekki Lagos
1965,3 bedroom House for rent Sabo Yaba Lagos," 3,500,000/year ",7LDGZ,Sabo Yaba Lagos
1966,Flat / Apartment for rent chevron Lekki Lagos," 1,400,000/year ",6LACG,Chevron Lekki Lagos
1967,Flat / Apartment for rent chevron Lekki Lagos," 1,200,000/year ",1KUAL,Chevron Lekki Lagos
1968,Flat / Apartment for rent Off Bucknor Isolo Lagos," 300,000/year ",0KULC,Off Bucknor Isolo Lagos
1969,"4 bedroom House for rent Falolu Axis, Surulere Lagos"," 6,000,000/year ",1LDAL,"Falolu Axis, Surulere Lagos"
1970,4 bedroom House for rent Anthony Village Maryland Lagos," 6,000,000/year ",4LASS,Anthony Village Maryland Lagos
1971,1 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 4,000,000/year ",9LDKT,Lekki Phase 1 Lekki Lagos
1972,4 bedroom House for rent Thomas estate Ajah Lagos," 5,000,000/year ",4KWMR,Thomas Estate Ajah Lagos
1973,4 bedroom House for rent Salem Osapa london Lekki Lagos," 7,500,000/year ",9KYMB,Salem Osapa London Lekki Lagos
1974,1 bedroom Flat / Apartment for rent ONIRU Victoria Island Lagos," 1,800,000/year ",6LEQE,Oniru Victoria Island Lagos
1975,Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 2,042,000/year ",0LBAG,Lekki Phase 1 Lekki Lagos
1976,Flat / Apartment for rent Taiwo Bus Stop Ago palace Okota Lagos," 1,700,000/year ",4KWJL,Taiwo Bus Stop Ago Palace Okota Lagos
1977,3 bedroom House for rent Ajah Lagos," 4,000,000/year ",3LCCN,Ajah Lagos
1978,3 bedroom House for rent Opebi Ikeja Lagos," 4,500,000/year ",9LDES,Opebi Ikeja Lagos
1979,1 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 2,300,000/year ",1LEAF,Lekki Phase 1 Lekki Lagos
1980,1 bedroom Flat / Apartment for rent Osapa london Lekki Lagos," 2,000,000/year ",8LDQQ,Osapa London Lekki Lagos
1981,3 bedroom Flat / Apartment for rent  Lekki Scheme 2 Ajah Lagos," 3,000,000/year ",4LECK,Lekki Scheme 2 Ajah Lagos
1982,Flat / Apartment for rent chevron Lekki Lagos," 1,500,000/year ",9KWPH,Chevron Lekki Lagos
1983,2 bedroom Flat / Apartment for rent Soluyi Gbagada Lagos," 2,000,000/year ",0LERX,Soluyi Gbagada Lagos
1984,Flat / Apartment for rent orchid Lekki Lagos," 300,000/year ",6LEMY,Orchid Lekki Lagos
1985,Flat / Apartment for rent orchid Lekki Lagos," 1,200,000/year ",7LEMX,Orchid Lekki Lagos
1986,4 bedroom House for rent Allen Avenue Ikeja Lagos," 18,000,000/year ",9LDGW,Allen Avenue Ikeja Lagos
1987,5 bedroom House for rent Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 10,000,000/year ",5LCYD,Magodo Gra Phase 2 Kosofe Ikosi Lagos
1988,4 bedroom House for rent Osapa london Lekki Lagos," 10,000,000/year ",1LERN,Osapa London Lekki Lagos
1989,4 bedroom House for rent Ikota Lekki Lagos," 8,000,000/year ",9LCCN,Ikota Lekki Lagos
1990,4 bedroom House for rent Off Admiralty Way Lekki Phase 1 Lekki Lagos," 11,000,000/year ",0LDTK,Off Admiralty Way Lekki Phase 1 Lekki Lagos
1991,4 bedroom House for rent Off Admiralty Way Lekki Phase 1 Lekki Lagos," 11,000,000/year ",0LDTK,Off Admiralty Way Lekki Phase 1 Lekki Lagos
1992,4 bedroom House for rent Osapa london Lekki Lagos," 5,500,000/year ",2LCWF,Osapa London Lekki Lagos
1993,4 bedroom House for rent Ajah Lagos," 5,000,000/year ",6LEZT,Ajah Lagos
1994,2 bedroom House for rent Lekki Phase 1 Lekki Lagos," 9,000,000/year ",4LBJB,Lekki Phase 1 Lekki Lagos
1995,3 bedroom Flat / Apartment for rent  Banana Island Ikoyi Lagos," 23,000,000/year ",4LFGS,Banana Island Ikoyi Lagos
1996,2 bedroom House for rent Banana Island Ikoyi Lagos," 12,000,000/year ",6LBFF,Banana Island Ikoyi Lagos
1997,2 bedroom House for rent Ikate Lekki Lagos," 4,000,000/year ",6LBMU,Ikate Lekki Lagos
1998,2 bedroom Flat / Apartment for rent Amuwo Odofin Lagos," 2,300,000/year ",6LDUA,Amuwo Odofin Lagos
1999,1 bedroom House for rent Lekki Phase 1 Lekki Lagos," 4,000,000/year ",4LCTD,Lekki Phase 1 Lekki Lagos
2000,2 bedroom Flat / Apartment for rent Ago palace Okota Lagos," 1,200,000/year ",9LCYL,Ago Palace Okota Lagos
2001,House for rent Lekki Phase 1 Lekki Lagos," 8,500,000/year ",0JZVQ,Lekki Phase 1 Lekki Lagos
2002,1 bedroom House for rent Osapa london Lekki Lagos," 6,000,000/year ",7LDGW,Osapa London Lekki Lagos
2003,3 bedroom Flat / Apartment for rent Ikoyi Lagos," 20,000,000/year ",6LENZ,Ikoyi Lagos
2004,3 bedroom Flat / Apartment for rent Jakande Lekki Lagos," 3,000,000/year ",6LDUR,Jakande Lekki Lagos
2005,3 bedroom Flat / Apartment for rent chevron Lekki Lagos," 3,200,000/year ",1KZAJ,Chevron Lekki Lagos
2006,6 bedroom House for rent Victoria Island Lagos," 40,000,000/year ",2LFLM,Victoria Island Lagos
2007,1 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 4,000,000/year ",7LCWD,Lekki Phase 1 Lekki Lagos
2008,1 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 4,000,000/year ",7LCWD,Lekki Phase 1 Lekki Lagos
2009,2 bedroom House for rent Medina Gbagada Lagos," 2,100,000/year ",3LCFU,Medina Gbagada Lagos
2010,3 bedroom House for rent Phase 2 Ogudu GRA Ogudu Lagos," 4,000,000/year ",7LBRV,Phase 2 Ogudu Gra Ogudu Lagos
2011,4 bedroom House for rent Toll Gate chevron Lekki Lagos," 6,000,000/year ",0LELZ,Toll Gate Chevron Lekki Lagos
